gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000032796,4,3,0,m6A depleted
ENSMUSG00000032802,3,0,4,m6A enriched
ENSMUSG00000032803,5,0,2,Not significant
ENSMUSG00000032806,7,0,0,Not significant
ENSMUSG00000032807,5,0,0,Not significant
ENSMUSG00000032812,4,3,0,m6A depleted
ENSMUSG00000032815,3,2,2,Not significant
ENSMUSG00000032816,4,3,0,m6A depleted
ENSMUSG00000032818,3,0,0,Not significant
ENSMUSG00000032826,6,0,1,Not significant
ENSMUSG00000032827,5,0,2,Not significant
ENSMUSG00000032834,5,0,2,Not significant
ENSMUSG00000032839,4,3,0,m6A depleted
ENSMUSG00000032840,7,0,0,Not significant
ENSMUSG00000032841,3,0,4,m6A enriched
ENSMUSG00000032842,6,0,1,Not significant
ENSMUSG00000032845,7,0,0,Not significant
ENSMUSG00000032846,5,0,2,Not significant
ENSMUSG00000032849,4,3,0,m6A depleted
ENSMUSG00000032850,4,0,3,m6A enriched
ENSMUSG00000032852,5,0,0,Not significant
ENSMUSG00000032854,6,0,1,Not significant
ENSMUSG00000032855,7,0,0,Not significant
ENSMUSG00000032860,7,0,0,Not significant
ENSMUSG00000032864,2,0,0,Not significant
ENSMUSG00000032867,1,6,0,m6A depleted
ENSMUSG00000032869,7,0,0,Not significant
ENSMUSG00000032870,6,1,0,Not significant
ENSMUSG00000032872,3,4,0,m6A depleted
ENSMUSG00000032875,7,0,0,Not significant
ENSMUSG00000032878,6,0,1,Not significant
ENSMUSG00000032883,5,2,0,Not significant
ENSMUSG00000032889,7,0,0,Not significant
ENSMUSG00000032890,4,2,1,Not significant
ENSMUSG00000032892,5,2,0,Not significant
ENSMUSG00000032897,7,0,0,Not significant
ENSMUSG00000032898,6,0,1,Not significant
ENSMUSG00000032899,7,0,0,Not significant
ENSMUSG00000032900,5,0,0,Not significant
ENSMUSG00000032902,6,0,1,Not significant
ENSMUSG00000032905,7,0,0,Not significant
ENSMUSG00000032908,4,0,3,m6A enriched
ENSMUSG00000032911,4,0,3,m6A enriched
ENSMUSG00000032913,5,0,2,Not significant
ENSMUSG00000032915,1,0,0,Not significant
ENSMUSG00000032921,4,1,0,Not significant
ENSMUSG00000032925,5,2,0,Not significant
ENSMUSG00000032932,1,0,6,m6A enriched
ENSMUSG00000032936,3,4,0,m6A depleted
ENSMUSG00000032937,4,0,0,Not significant
ENSMUSG00000032939,4,3,0,m6A depleted
ENSMUSG00000032940,7,0,0,Not significant
ENSMUSG00000032942,0,0,3,m6A enriched
ENSMUSG00000032946,4,3,0,m6A depleted
ENSMUSG00000032952,7,0,0,Not significant
ENSMUSG00000032959,2,5,0,m6A depleted
ENSMUSG00000032965,5,1,1,Not significant
ENSMUSG00000032966,0,7,0,m6A depleted
ENSMUSG00000032968,7,0,0,Not significant
ENSMUSG00000032977,4,0,3,m6A enriched
ENSMUSG00000032978,4,0,0,Not significant
ENSMUSG00000032985,7,0,0,Not significant
ENSMUSG00000032988,7,0,0,Not significant
ENSMUSG00000032997,3,0,4,m6A enriched
ENSMUSG00000032998,4,3,0,m6A depleted
ENSMUSG00000032999,7,0,0,Not significant
ENSMUSG00000033004,5,1,1,Not significant
ENSMUSG00000033006,6,0,1,Not significant
ENSMUSG00000033007,7,0,0,Not significant
ENSMUSG00000033009,7,0,0,Not significant
ENSMUSG00000033014,6,0,1,Not significant
ENSMUSG00000033016,7,0,0,Not significant
ENSMUSG00000033020,5,2,0,Not significant
ENSMUSG00000033021,5,2,0,Not significant
ENSMUSG00000033022,5,2,0,Not significant
ENSMUSG00000033024,2,0,0,Not significant
ENSMUSG00000033029,6,1,0,Not significant
ENSMUSG00000033031,6,1,0,Not significant
ENSMUSG00000033032,7,0,0,Not significant
ENSMUSG00000033033,6,0,1,Not significant
ENSMUSG00000033039,4,3,0,m6A depleted
ENSMUSG00000033047,4,3,0,m6A depleted
ENSMUSG00000033053,5,0,0,Not significant
ENSMUSG00000033054,0,0,7,m6A enriched
ENSMUSG00000033055,3,4,0,m6A depleted
ENSMUSG00000033059,7,0,0,Not significant
ENSMUSG00000033060,6,0,1,Not significant
ENSMUSG00000033061,3,4,0,m6A depleted
ENSMUSG00000033063,2,1,0,Not significant
ENSMUSG00000033065,1,6,0,m6A depleted
ENSMUSG00000033066,5,2,0,Not significant
ENSMUSG00000033068,5,2,0,Not significant
ENSMUSG00000033075,7,0,0,Not significant
ENSMUSG00000033080,7,0,0,Not significant
ENSMUSG00000033082,7,0,0,Not significant
ENSMUSG00000033083,7,0,0,Not significant
ENSMUSG00000033088,7,0,0,Not significant
ENSMUSG00000033096,4,3,0,m6A depleted
ENSMUSG00000033099,2,0,5,m6A enriched
ENSMUSG00000033102,6,1,0,Not significant
ENSMUSG00000033105,7,0,0,Not significant
ENSMUSG00000033106,5,0,2,Not significant
ENSMUSG00000033107,7,0,0,Not significant
ENSMUSG00000033111,4,3,0,m6A depleted
ENSMUSG00000033114,7,0,0,Not significant
ENSMUSG00000033124,7,0,0,Not significant
ENSMUSG00000033126,4,0,3,m6A enriched
ENSMUSG00000033128,4,3,0,m6A depleted
ENSMUSG00000033147,6,0,1,Not significant
ENSMUSG00000033149,6,0,1,Not significant
ENSMUSG00000033152,7,0,0,Not significant
ENSMUSG00000033156,2,0,0,Not significant
ENSMUSG00000033157,7,0,0,Not significant
ENSMUSG00000033159,6,1,0,Not significant
ENSMUSG00000033161,2,5,0,m6A depleted
ENSMUSG00000033166,5,2,0,Not significant
ENSMUSG00000033170,6,1,0,Not significant
ENSMUSG00000033174,4,3,0,m6A depleted
ENSMUSG00000033177,7,0,0,Not significant
ENSMUSG00000033182,5,0,0,Not significant
ENSMUSG00000033184,6,1,0,Not significant
ENSMUSG00000033186,1,6,0,m6A depleted
ENSMUSG00000033187,5,0,0,Not significant
ENSMUSG00000033191,6,1,0,Not significant
ENSMUSG00000033192,4,3,0,m6A depleted
ENSMUSG00000033196,3,0,0,Not significant
ENSMUSG00000033200,2,0,0,Not significant
ENSMUSG00000033207,6,1,0,Not significant
ENSMUSG00000033208,3,0,0,Not significant
ENSMUSG00000033209,3,0,4,m6A enriched
ENSMUSG00000033213,1,0,0,Not significant
ENSMUSG00000033214,0,0,7,m6A enriched
ENSMUSG00000033216,7,0,0,Not significant
ENSMUSG00000033220,7,0,0,Not significant
ENSMUSG00000033222,7,0,0,Not significant
ENSMUSG00000033227,7,0,0,Not significant
ENSMUSG00000033228,2,0,5,m6A enriched
ENSMUSG00000033233,4,0,3,m6A enriched
ENSMUSG00000033237,5,0,2,Not significant
ENSMUSG00000033249,4,3,0,m6A depleted
ENSMUSG00000033253,6,1,0,Not significant
ENSMUSG00000033255,1,0,0,Not significant
ENSMUSG00000033256,7,0,0,Not significant
ENSMUSG00000033257,6,0,1,Not significant
ENSMUSG00000033268,7,0,0,Not significant
ENSMUSG00000033272,5,0,2,Not significant
ENSMUSG00000033276,7,0,0,Not significant
ENSMUSG00000033278,4,3,0,m6A depleted
ENSMUSG00000033282,5,0,2,Not significant
ENSMUSG00000033285,6,1,0,Not significant
ENSMUSG00000033287,5,2,0,Not significant
ENSMUSG00000033294,3,4,0,m6A depleted
ENSMUSG00000033295,7,0,0,Not significant
ENSMUSG00000033306,3,4,0,m6A depleted
ENSMUSG00000033307,3,4,0,m6A depleted
ENSMUSG00000033308,7,0,0,Not significant
ENSMUSG00000033313,7,0,0,Not significant
ENSMUSG00000033316,5,0,2,Not significant
ENSMUSG00000033318,7,0,0,Not significant
ENSMUSG00000033319,0,0,7,m6A enriched
ENSMUSG00000033323,3,0,4,m6A enriched
ENSMUSG00000033326,7,0,0,Not significant
ENSMUSG00000033327,7,0,0,Not significant
ENSMUSG00000033335,4,3,0,m6A depleted
ENSMUSG00000033342,7,0,0,Not significant
ENSMUSG00000033350,1,0,6,m6A enriched
ENSMUSG00000033352,4,0,3,m6A enriched
ENSMUSG00000033355,5,0,2,Not significant
ENSMUSG00000033356,4,0,3,m6A enriched
ENSMUSG00000033361,6,1,0,Not significant
ENSMUSG00000033364,6,0,1,Not significant
ENSMUSG00000033365,7,0,0,Not significant
ENSMUSG00000033373,3,4,0,m6A depleted
ENSMUSG00000033377,5,0,2,Not significant
ENSMUSG00000033379,0,7,0,m6A depleted
ENSMUSG00000033382,6,0,1,Not significant
ENSMUSG00000033383,3,0,0,Not significant
ENSMUSG00000033386,7,0,0,Not significant
ENSMUSG00000033389,5,2,0,Not significant
ENSMUSG00000033392,3,4,0,m6A depleted
ENSMUSG00000033396,7,0,0,Not significant
ENSMUSG00000033400,2,5,0,m6A depleted
ENSMUSG00000033405,6,0,1,Not significant
ENSMUSG00000033409,5,0,0,Not significant
ENSMUSG00000033411,6,0,1,Not significant
ENSMUSG00000033416,6,0,1,Not significant
ENSMUSG00000033417,4,0,3,m6A enriched
ENSMUSG00000033419,1,6,0,m6A depleted
ENSMUSG00000033420,7,0,0,Not significant
ENSMUSG00000033423,1,6,0,m6A depleted
ENSMUSG00000033427,7,0,0,Not significant
ENSMUSG00000033429,6,1,0,Not significant
ENSMUSG00000033430,0,0,7,m6A enriched
ENSMUSG00000033434,4,3,0,m6A depleted
ENSMUSG00000033436,7,0,0,Not significant
ENSMUSG00000033439,2,0,5,m6A enriched
ENSMUSG00000033444,6,0,1,Not significant
ENSMUSG00000033446,0,0,7,m6A enriched
ENSMUSG00000033450,3,0,4,m6A enriched
ENSMUSG00000033453,2,0,5,m6A enriched
ENSMUSG00000033454,0,0,7,m6A enriched
ENSMUSG00000033458,5,0,2,Not significant
ENSMUSG00000033460,5,0,2,Not significant
ENSMUSG00000033467,2,5,0,m6A depleted
ENSMUSG00000033470,5,0,0,Not significant
ENSMUSG00000033475,3,0,0,Not significant
ENSMUSG00000033478,5,2,0,Not significant
ENSMUSG00000033486,7,0,0,Not significant
ENSMUSG00000033487,4,3,0,m6A depleted
ENSMUSG00000033488,5,2,0,Not significant
ENSMUSG00000033491,0,0,7,m6A enriched
ENSMUSG00000033498,3,0,0,Not significant
ENSMUSG00000033499,7,0,0,Not significant
ENSMUSG00000033502,7,0,0,Not significant
ENSMUSG00000033508,7,0,0,Not significant
ENSMUSG00000033510,2,0,5,m6A enriched
ENSMUSG00000033520,2,0,0,Not significant
ENSMUSG00000033526,7,0,0,Not significant
ENSMUSG00000033530,5,2,0,Not significant
ENSMUSG00000033538,5,0,0,Not significant
ENSMUSG00000033540,5,2,0,Not significant
ENSMUSG00000033542,6,0,1,Not significant
ENSMUSG00000033543,3,4,0,m6A depleted
ENSMUSG00000033544,3,0,0,Not significant
ENSMUSG00000033545,6,0,1,Not significant
ENSMUSG00000033554,6,0,1,Not significant
ENSMUSG00000033557,5,0,2,Not significant
ENSMUSG00000033565,4,3,0,m6A depleted
ENSMUSG00000033569,3,0,4,m6A enriched
ENSMUSG00000033576,3,0,0,Not significant
ENSMUSG00000033577,4,2,1,Not significant
ENSMUSG00000033578,7,0,0,Not significant
ENSMUSG00000033579,3,2,0,Not significant
ENSMUSG00000033581,7,0,0,Not significant
ENSMUSG00000033585,4,0,3,m6A enriched
ENSMUSG00000033589,5,2,0,Not significant
ENSMUSG00000033590,7,0,0,Not significant
ENSMUSG00000033594,4,0,3,m6A enriched
ENSMUSG00000033595,4,0,3,m6A enriched
ENSMUSG00000033596,6,0,1,Not significant
ENSMUSG00000033597,7,0,0,Not significant
ENSMUSG00000033610,7,0,0,Not significant
ENSMUSG00000033615,6,1,0,Not significant
ENSMUSG00000033618,3,0,4,m6A enriched
ENSMUSG00000033623,7,0,0,Not significant
ENSMUSG00000033624,6,0,1,Not significant
ENSMUSG00000033628,3,4,0,m6A depleted
ENSMUSG00000033629,4,3,0,m6A depleted
ENSMUSG00000033632,5,0,2,Not significant
ENSMUSG00000033633,7,0,0,Not significant
ENSMUSG00000033634,7,0,0,Not significant
ENSMUSG00000033644,7,0,0,Not significant
ENSMUSG00000033653,4,3,0,m6A depleted
ENSMUSG00000033658,6,1,0,Not significant
ENSMUSG00000033669,1,0,6,m6A enriched
ENSMUSG00000033671,4,0,3,m6A enriched
ENSMUSG00000033676,6,0,1,Not significant
ENSMUSG00000033684,6,1,0,Not significant
ENSMUSG00000033685,3,4,0,m6A depleted
ENSMUSG00000033688,5,0,0,Not significant
ENSMUSG00000033697,4,0,3,m6A enriched
ENSMUSG00000033701,5,2,0,Not significant
ENSMUSG00000033703,1,6,0,m6A depleted
ENSMUSG00000033705,1,0,6,m6A enriched
ENSMUSG00000033706,5,0,2,Not significant
ENSMUSG00000033707,2,0,5,m6A enriched
ENSMUSG00000033712,3,4,0,m6A depleted
ENSMUSG00000033713,5,0,2,Not significant
ENSMUSG00000033715,5,0,0,Not significant
ENSMUSG00000033717,4,0,3,m6A enriched
ENSMUSG00000033720,6,0,1,Not significant
ENSMUSG00000033721,5,2,0,Not significant
ENSMUSG00000033722,7,0,0,Not significant
ENSMUSG00000033726,6,0,1,Not significant
ENSMUSG00000033728,4,0,3,m6A enriched
ENSMUSG00000033730,7,0,0,Not significant
ENSMUSG00000033731,3,0,0,Not significant
ENSMUSG00000033732,3,4,0,m6A depleted
ENSMUSG00000033735,7,0,0,Not significant
ENSMUSG00000033737,4,0,0,Not significant
ENSMUSG00000033739,0,0,7,m6A enriched
ENSMUSG00000033740,5,0,2,Not significant
ENSMUSG00000033751,5,0,2,Not significant
ENSMUSG00000033752,7,0,0,Not significant
ENSMUSG00000033760,2,0,5,m6A enriched
ENSMUSG00000033762,7,0,0,Not significant
ENSMUSG00000033763,7,0,0,Not significant
ENSMUSG00000033767,7,0,0,Not significant
ENSMUSG00000033768,7,0,0,Not significant
ENSMUSG00000033769,6,0,1,Not significant
ENSMUSG00000033770,7,0,0,Not significant
ENSMUSG00000033773,5,0,2,Not significant
ENSMUSG00000033774,5,0,0,Not significant
ENSMUSG00000033777,1,0,2,Not significant
ENSMUSG00000033781,7,0,0,Not significant
ENSMUSG00000033788,5,2,0,Not significant
ENSMUSG00000033790,4,3,0,m6A depleted
ENSMUSG00000033792,5,1,1,Not significant
ENSMUSG00000033793,1,6,0,m6A depleted
ENSMUSG00000033794,3,0,0,Not significant
ENSMUSG00000033799,4,0,3,m6A enriched
ENSMUSG00000033805,7,0,0,Not significant
ENSMUSG00000033808,4,3,0,m6A depleted
ENSMUSG00000033809,4,3,0,m6A depleted
ENSMUSG00000033813,5,2,0,Not significant
ENSMUSG00000033819,3,0,4,m6A enriched
ENSMUSG00000033825,1,0,0,Not significant
ENSMUSG00000033826,7,0,0,Not significant
ENSMUSG00000033831,4,0,0,Not significant
ENSMUSG00000033834,2,0,0,Not significant
ENSMUSG00000033837,5,0,0,Not significant
ENSMUSG00000033845,4,3,0,m6A depleted
ENSMUSG00000033847,7,0,0,Not significant
ENSMUSG00000033849,2,0,5,m6A enriched
ENSMUSG00000033854,6,0,1,Not significant
ENSMUSG00000033855,1,0,6,m6A enriched
ENSMUSG00000033857,7,0,0,Not significant
ENSMUSG00000033860,4,0,0,Not significant
ENSMUSG00000033862,6,1,0,Not significant
ENSMUSG00000033863,1,0,6,m6A enriched
ENSMUSG00000033871,7,0,0,Not significant
ENSMUSG00000033872,1,0,0,Not significant
ENSMUSG00000033880,4,0,3,m6A enriched
ENSMUSG00000033882,7,0,0,Not significant
ENSMUSG00000033883,2,0,5,m6A enriched
ENSMUSG00000033885,5,2,0,Not significant
ENSMUSG00000033900,4,0,3,m6A enriched
ENSMUSG00000033902,6,0,1,Not significant
ENSMUSG00000033904,6,0,1,Not significant
ENSMUSG00000033906,5,2,0,Not significant
ENSMUSG00000033909,6,0,1,Not significant
ENSMUSG00000033910,6,0,1,Not significant
ENSMUSG00000033916,6,1,0,Not significant
ENSMUSG00000033917,7,0,0,Not significant
ENSMUSG00000033918,3,4,0,m6A depleted
ENSMUSG00000033931,5,0,2,Not significant
ENSMUSG00000033933,7,0,0,Not significant
ENSMUSG00000033938,6,1,0,Not significant
ENSMUSG00000033940,5,2,0,Not significant
ENSMUSG00000033943,2,0,5,m6A enriched
ENSMUSG00000033948,6,0,1,Not significant
ENSMUSG00000033949,5,0,2,Not significant
ENSMUSG00000033952,5,0,2,Not significant
ENSMUSG00000033953,0,7,0,m6A depleted
ENSMUSG00000033955,1,0,6,m6A enriched
ENSMUSG00000033960,3,0,4,m6A enriched
ENSMUSG00000033961,5,0,2,Not significant
ENSMUSG00000033963,3,0,0,Not significant
ENSMUSG00000033964,4,0,3,m6A enriched
ENSMUSG00000033965,7,0,0,Not significant
ENSMUSG00000033966,7,0,0,Not significant
ENSMUSG00000033967,7,0,0,Not significant
ENSMUSG00000033970,6,1,0,Not significant
ENSMUSG00000033972,6,0,1,Not significant
ENSMUSG00000033981,6,0,1,Not significant
ENSMUSG00000033983,4,0,3,m6A enriched
ENSMUSG00000033985,4,0,3,m6A enriched
ENSMUSG00000033987,7,0,0,Not significant
ENSMUSG00000033991,3,4,0,m6A depleted
ENSMUSG00000033998,1,0,6,m6A enriched
ENSMUSG00000034000,3,0,0,Not significant
ENSMUSG00000034006,5,2,0,Not significant
ENSMUSG00000034007,4,2,1,Not significant
ENSMUSG00000034009,2,0,1,Not significant
ENSMUSG00000034021,6,0,1,Not significant
ENSMUSG00000034022,3,4,0,m6A depleted
ENSMUSG00000034023,6,1,0,Not significant
ENSMUSG00000034024,2,5,0,m6A depleted
ENSMUSG00000034028,3,0,0,Not significant
ENSMUSG00000034031,4,0,0,Not significant
ENSMUSG00000034032,7,0,0,Not significant
ENSMUSG00000034035,4,0,3,m6A enriched
ENSMUSG00000034037,1,0,6,m6A enriched
ENSMUSG00000034040,6,0,1,Not significant
ENSMUSG00000034041,5,0,0,Not significant
ENSMUSG00000034042,5,2,0,Not significant
ENSMUSG00000034055,7,0,0,Not significant
ENSMUSG00000034057,7,0,0,Not significant
ENSMUSG00000034059,7,0,0,Not significant
ENSMUSG00000034063,7,0,0,Not significant
ENSMUSG00000034064,2,0,5,m6A enriched
ENSMUSG00000034066,7,0,0,Not significant
ENSMUSG00000034071,0,0,7,m6A enriched
ENSMUSG00000034075,6,0,1,Not significant
ENSMUSG00000034083,7,0,0,Not significant
ENSMUSG00000034088,2,3,2,m6A depleted
ENSMUSG00000034098,6,0,1,Not significant
ENSMUSG00000034101,7,0,0,Not significant
ENSMUSG00000034105,5,2,0,Not significant
ENSMUSG00000034107,5,0,0,Not significant
ENSMUSG00000034108,6,1,0,Not significant
ENSMUSG00000034109,6,0,1,Not significant
ENSMUSG00000034110,5,0,2,Not significant
ENSMUSG00000034111,7,0,0,Not significant
ENSMUSG00000034112,7,0,0,Not significant
ENSMUSG00000034115,7,0,0,Not significant
ENSMUSG00000034116,2,1,0,Not significant
ENSMUSG00000034117,7,0,0,Not significant
ENSMUSG00000034118,6,0,1,Not significant
ENSMUSG00000034120,2,5,0,m6A depleted
ENSMUSG00000034121,7,0,0,Not significant
ENSMUSG00000034126,6,1,0,Not significant
ENSMUSG00000034127,7,0,0,Not significant
ENSMUSG00000034135,7,0,0,Not significant
ENSMUSG00000034145,7,0,0,Not significant
ENSMUSG00000034151,7,0,0,Not significant
ENSMUSG00000034152,5,0,2,Not significant
ENSMUSG00000034154,5,2,0,Not significant
ENSMUSG00000034156,6,0,1,Not significant
ENSMUSG00000034157,6,0,1,Not significant
ENSMUSG00000034158,6,0,1,Not significant
ENSMUSG00000034159,1,0,0,Not significant
ENSMUSG00000034160,6,0,1,Not significant
ENSMUSG00000034161,6,0,1,Not significant
ENSMUSG00000034163,3,0,4,m6A enriched
ENSMUSG00000034164,6,1,0,Not significant
ENSMUSG00000034165,2,5,0,m6A depleted
ENSMUSG00000034168,1,0,6,m6A enriched
ENSMUSG00000034171,5,2,0,Not significant
ENSMUSG00000034173,3,0,4,m6A enriched
ENSMUSG00000034175,5,2,0,Not significant
ENSMUSG00000034177,3,0,4,m6A enriched
ENSMUSG00000034185,1,0,0,Not significant
ENSMUSG00000034187,5,2,0,Not significant
ENSMUSG00000034189,6,0,1,Not significant
ENSMUSG00000034190,4,0,3,m6A enriched
ENSMUSG00000034192,5,2,0,Not significant
ENSMUSG00000034194,5,0,2,Not significant
ENSMUSG00000034201,6,0,1,Not significant
ENSMUSG00000034203,3,0,4,m6A enriched
ENSMUSG00000034205,7,0,0,Not significant
ENSMUSG00000034206,6,0,1,Not significant
ENSMUSG00000034209,4,0,3,m6A enriched
ENSMUSG00000034210,7,0,0,Not significant
ENSMUSG00000034211,7,0,0,Not significant
ENSMUSG00000034212,7,0,0,Not significant
ENSMUSG00000034216,1,0,6,m6A enriched
ENSMUSG00000034218,5,1,1,Not significant
ENSMUSG00000034220,7,0,0,Not significant
ENSMUSG00000034224,5,0,0,Not significant
ENSMUSG00000034226,4,0,3,m6A enriched
ENSMUSG00000034227,3,0,4,m6A enriched
ENSMUSG00000034235,6,0,1,Not significant
ENSMUSG00000034239,5,0,0,Not significant
ENSMUSG00000034243,2,0,5,m6A enriched
ENSMUSG00000034245,1,6,0,m6A depleted
ENSMUSG00000034247,7,0,0,Not significant
ENSMUSG00000034248,7,0,0,Not significant
ENSMUSG00000034252,5,0,2,Not significant
ENSMUSG00000034254,5,0,2,Not significant
ENSMUSG00000034255,7,0,0,Not significant
ENSMUSG00000034258,7,0,0,Not significant
ENSMUSG00000034259,3,3,1,m6A depleted
ENSMUSG00000034263,7,0,0,Not significant
ENSMUSG00000034265,0,0,7,m6A enriched
ENSMUSG00000034266,5,0,0,Not significant
ENSMUSG00000034269,5,0,2,Not significant
ENSMUSG00000034271,0,0,7,m6A enriched
ENSMUSG00000034274,5,1,1,Not significant
ENSMUSG00000034275,6,1,0,Not significant
ENSMUSG00000034278,7,0,0,Not significant
ENSMUSG00000034282,7,0,0,Not significant
ENSMUSG00000034285,7,0,0,Not significant
ENSMUSG00000034290,7,0,0,Not significant
ENSMUSG00000034292,5,0,2,Not significant
ENSMUSG00000034295,6,0,1,Not significant
ENSMUSG00000034297,6,0,1,Not significant
ENSMUSG00000034300,3,0,4,m6A enriched
ENSMUSG00000034303,7,0,0,Not significant
ENSMUSG00000034308,5,0,2,Not significant
ENSMUSG00000034310,4,0,3,m6A enriched
ENSMUSG00000034311,5,0,2,Not significant
ENSMUSG00000034312,5,0,2,Not significant
ENSMUSG00000034317,3,0,4,m6A enriched
ENSMUSG00000034320,6,0,1,Not significant
ENSMUSG00000034321,5,2,0,Not significant
ENSMUSG00000034324,0,0,7,m6A enriched
ENSMUSG00000034327,3,4,0,m6A depleted
ENSMUSG00000034329,6,0,1,Not significant
ENSMUSG00000034330,5,2,0,Not significant
ENSMUSG00000034333,2,0,5,m6A enriched
ENSMUSG00000034334,6,1,0,Not significant
ENSMUSG00000034336,7,0,0,Not significant
ENSMUSG00000034341,3,4,0,m6A depleted
ENSMUSG00000034342,3,4,0,m6A depleted
ENSMUSG00000034343,7,0,0,Not significant
ENSMUSG00000034345,6,1,0,Not significant
ENSMUSG00000034349,5,0,2,Not significant
ENSMUSG00000034353,5,0,0,Not significant
ENSMUSG00000034354,6,0,1,Not significant
ENSMUSG00000034361,2,5,0,m6A depleted
ENSMUSG00000034371,5,2,0,Not significant
ENSMUSG00000034377,4,0,3,m6A enriched
ENSMUSG00000034379,2,0,5,m6A enriched
ENSMUSG00000034382,6,0,1,Not significant
ENSMUSG00000034384,5,0,2,Not significant
ENSMUSG00000034387,1,0,0,Not significant
ENSMUSG00000034390,2,5,0,m6A depleted
ENSMUSG00000034391,6,0,1,Not significant
ENSMUSG00000034394,7,0,0,Not significant
ENSMUSG00000034401,6,1,0,Not significant
ENSMUSG00000034402,3,0,4,m6A enriched
ENSMUSG00000034403,4,0,3,m6A enriched
ENSMUSG00000034412,6,1,0,Not significant
ENSMUSG00000034413,6,1,0,Not significant
