gene_id,Not significant,m6A depleted,m6A enriched,msa_var
ENSMUSG00000107136,7,0,0,Not significant
ENSMUSG00000107140,1,0,0,Not significant
ENSMUSG00000107142,2,0,0,Not significant
ENSMUSG00000107143,7,0,0,Not significant
ENSMUSG00000107145,3,0,0,Not significant
ENSMUSG00000107148,5,0,0,Not significant
ENSMUSG00000107151,4,0,0,Not significant
ENSMUSG00000107155,7,0,0,Not significant
ENSMUSG00000107158,5,0,0,Not significant
ENSMUSG00000107161,2,0,0,Not significant
ENSMUSG00000107163,1,0,0,Not significant
ENSMUSG00000107164,7,0,0,Not significant
ENSMUSG00000107165,7,0,0,Not significant
ENSMUSG00000107167,4,0,0,Not significant
ENSMUSG00000107168,1,1,0,Not significant
ENSMUSG00000107171,7,0,0,Not significant
ENSMUSG00000107172,7,0,0,Not significant
ENSMUSG00000107173,3,0,0,Not significant
ENSMUSG00000107176,4,3,0,m6A depleted
ENSMUSG00000107178,5,0,0,Not significant
ENSMUSG00000107181,4,0,0,Not significant
ENSMUSG00000107182,7,0,0,Not significant
ENSMUSG00000107185,4,0,0,Not significant
ENSMUSG00000107191,1,0,2,Not significant
ENSMUSG00000107192,2,0,0,Not significant
ENSMUSG00000107194,7,0,0,Not significant
ENSMUSG00000107195,7,0,0,Not significant
ENSMUSG00000107197,7,0,0,Not significant
ENSMUSG00000107198,3,0,0,Not significant
ENSMUSG00000107199,5,0,0,Not significant
ENSMUSG00000107200,7,0,0,Not significant
ENSMUSG00000107201,7,0,0,Not significant
ENSMUSG00000107203,3,0,0,Not significant
ENSMUSG00000107205,7,0,0,Not significant
ENSMUSG00000107206,2,0,0,Not significant
ENSMUSG00000107207,1,0,0,Not significant
ENSMUSG00000107208,1,0,0,Not significant
ENSMUSG00000107211,4,0,0,Not significant
ENSMUSG00000107212,2,0,0,Not significant
ENSMUSG00000107214,1,0,0,Not significant
ENSMUSG00000107215,1,0,0,Not significant
ENSMUSG00000107216,5,0,0,Not significant
ENSMUSG00000107219,5,0,2,Not significant
ENSMUSG00000107225,7,0,0,Not significant
ENSMUSG00000107226,5,0,0,Not significant
ENSMUSG00000107227,7,0,0,Not significant
ENSMUSG00000107230,7,0,0,Not significant
ENSMUSG00000107234,1,0,0,Not significant
ENSMUSG00000107238,1,0,0,Not significant
ENSMUSG00000107240,7,0,0,Not significant
ENSMUSG00000107245,4,0,0,Not significant
ENSMUSG00000107251,4,0,0,Not significant
ENSMUSG00000107252,2,0,0,Not significant
ENSMUSG00000107255,7,0,0,Not significant
ENSMUSG00000107256,1,0,0,Not significant
ENSMUSG00000107262,1,0,0,Not significant
ENSMUSG00000107263,5,0,0,Not significant
ENSMUSG00000107265,4,0,0,Not significant
ENSMUSG00000107266,2,0,0,Not significant
ENSMUSG00000107271,1,0,0,Not significant
ENSMUSG00000107272,1,0,2,Not significant
ENSMUSG00000107276,7,0,0,Not significant
ENSMUSG00000107277,5,0,2,Not significant
ENSMUSG00000107278,7,0,0,Not significant
ENSMUSG00000107283,7,0,0,Not significant
ENSMUSG00000107286,7,0,0,Not significant
ENSMUSG00000107287,2,0,0,Not significant
ENSMUSG00000107288,5,0,0,Not significant
ENSMUSG00000107290,3,0,0,Not significant
ENSMUSG00000107291,1,0,0,Not significant
ENSMUSG00000107292,0,2,0,Not significant
ENSMUSG00000107295,1,0,0,Not significant
ENSMUSG00000107300,7,0,0,Not significant
ENSMUSG00000107304,5,0,0,Not significant
ENSMUSG00000107306,7,0,0,Not significant
ENSMUSG00000107310,7,0,0,Not significant
ENSMUSG00000107312,1,0,0,Not significant
ENSMUSG00000107313,2,0,0,Not significant
ENSMUSG00000107314,3,0,0,Not significant
ENSMUSG00000107317,4,0,1,Not significant
ENSMUSG00000107318,5,0,0,Not significant
ENSMUSG00000107319,7,0,0,Not significant
ENSMUSG00000107320,7,0,0,Not significant
ENSMUSG00000107325,2,0,0,Not significant
ENSMUSG00000107331,3,4,0,m6A depleted
ENSMUSG00000107335,7,0,0,Not significant
ENSMUSG00000107336,2,0,0,Not significant
ENSMUSG00000107340,2,0,0,Not significant
ENSMUSG00000107352,7,0,0,Not significant
ENSMUSG00000107353,5,0,0,Not significant
ENSMUSG00000107355,3,0,0,Not significant
ENSMUSG00000107358,5,0,0,Not significant
ENSMUSG00000107362,7,0,0,Not significant
ENSMUSG00000107363,5,0,0,Not significant
ENSMUSG00000107364,7,0,0,Not significant
ENSMUSG00000107368,0,2,0,Not significant
ENSMUSG00000107369,3,0,0,Not significant
ENSMUSG00000107370,7,0,0,Not significant
ENSMUSG00000107373,3,0,0,Not significant
ENSMUSG00000107374,5,0,0,Not significant
ENSMUSG00000107375,5,0,0,Not significant
ENSMUSG00000107377,1,0,0,Not significant
ENSMUSG00000107378,1,0,0,Not significant
ENSMUSG00000107379,2,0,0,Not significant
ENSMUSG00000107383,4,3,0,m6A depleted
ENSMUSG00000107385,7,0,0,Not significant
ENSMUSG00000107388,3,0,0,Not significant
ENSMUSG00000107390,5,0,0,Not significant
ENSMUSG00000107395,5,0,0,Not significant
ENSMUSG00000107396,3,0,0,Not significant
ENSMUSG00000107402,7,0,0,Not significant
ENSMUSG00000107406,6,0,1,Not significant
ENSMUSG00000107411,7,0,0,Not significant
ENSMUSG00000107412,3,0,0,Not significant
ENSMUSG00000107413,2,0,0,Not significant
ENSMUSG00000107414,5,0,0,Not significant
ENSMUSG00000107419,1,0,0,Not significant
ENSMUSG00000107427,3,0,0,Not significant
ENSMUSG00000107428,5,0,0,Not significant
ENSMUSG00000107429,2,0,0,Not significant
ENSMUSG00000107430,7,0,0,Not significant
ENSMUSG00000107431,1,0,0,Not significant
ENSMUSG00000107432,2,0,0,Not significant
ENSMUSG00000107433,7,0,0,Not significant
ENSMUSG00000107434,1,0,0,Not significant
ENSMUSG00000107436,1,0,0,Not significant
ENSMUSG00000107439,5,0,0,Not significant
ENSMUSG00000107440,2,0,0,Not significant
ENSMUSG00000107442,1,0,0,Not significant
ENSMUSG00000107447,1,0,0,Not significant
ENSMUSG00000107448,5,0,0,Not significant
ENSMUSG00000107451,5,0,0,Not significant
ENSMUSG00000107454,5,0,0,Not significant
ENSMUSG00000107455,7,0,0,Not significant
ENSMUSG00000107456,3,0,0,Not significant
ENSMUSG00000107457,1,0,0,Not significant
ENSMUSG00000107458,0,2,0,Not significant
ENSMUSG00000107461,7,0,0,Not significant
ENSMUSG00000107462,3,0,0,Not significant
ENSMUSG00000107465,2,0,0,Not significant
ENSMUSG00000107468,7,0,0,Not significant
ENSMUSG00000107470,3,4,0,m6A depleted
ENSMUSG00000107472,5,0,0,Not significant
ENSMUSG00000107476,1,0,6,m6A enriched
ENSMUSG00000107477,7,0,0,Not significant
ENSMUSG00000107478,5,0,0,Not significant
ENSMUSG00000107479,3,0,0,Not significant
ENSMUSG00000107481,1,0,0,Not significant
ENSMUSG00000107483,5,0,0,Not significant
ENSMUSG00000107487,1,0,0,Not significant
ENSMUSG00000107489,2,0,0,Not significant
ENSMUSG00000107491,7,0,0,Not significant
ENSMUSG00000107494,3,0,0,Not significant
ENSMUSG00000107496,2,0,0,Not significant
ENSMUSG00000107497,7,0,0,Not significant
ENSMUSG00000107498,3,0,0,Not significant
ENSMUSG00000107499,7,0,0,Not significant
ENSMUSG00000107502,5,0,0,Not significant
ENSMUSG00000107504,4,0,0,Not significant
ENSMUSG00000107505,2,0,0,Not significant
ENSMUSG00000107509,2,0,0,Not significant
ENSMUSG00000107511,1,0,0,Not significant
ENSMUSG00000107512,7,0,0,Not significant
ENSMUSG00000107515,1,0,0,Not significant
ENSMUSG00000107524,7,0,0,Not significant
ENSMUSG00000107529,7,0,0,Not significant
ENSMUSG00000107531,5,0,0,Not significant
ENSMUSG00000107534,7,0,0,Not significant
ENSMUSG00000107535,2,0,0,Not significant
ENSMUSG00000107541,2,0,0,Not significant
ENSMUSG00000107545,2,0,0,Not significant
ENSMUSG00000107546,3,0,0,Not significant
ENSMUSG00000107549,3,0,0,Not significant
ENSMUSG00000107553,5,0,0,Not significant
ENSMUSG00000107556,7,0,0,Not significant
ENSMUSG00000107558,2,0,0,Not significant
ENSMUSG00000107559,1,0,0,Not significant
ENSMUSG00000107560,2,0,0,Not significant
ENSMUSG00000107561,2,0,0,Not significant
ENSMUSG00000107563,2,0,0,Not significant
ENSMUSG00000107567,1,0,0,Not significant
ENSMUSG00000107570,2,0,0,Not significant
ENSMUSG00000107571,7,0,0,Not significant
ENSMUSG00000107576,7,0,0,Not significant
ENSMUSG00000107577,4,0,0,Not significant
ENSMUSG00000107579,2,0,0,Not significant
ENSMUSG00000107583,7,0,0,Not significant
ENSMUSG00000107584,2,0,0,Not significant
ENSMUSG00000107585,5,0,0,Not significant
ENSMUSG00000107586,7,0,0,Not significant
ENSMUSG00000107595,7,0,0,Not significant
ENSMUSG00000107596,4,0,0,Not significant
ENSMUSG00000107603,5,0,0,Not significant
ENSMUSG00000107604,7,0,0,Not significant
ENSMUSG00000107605,1,0,0,Not significant
ENSMUSG00000107606,7,0,0,Not significant
ENSMUSG00000107608,7,0,0,Not significant
ENSMUSG00000107610,7,0,0,Not significant
ENSMUSG00000107619,2,0,0,Not significant
ENSMUSG00000107620,7,0,0,Not significant
ENSMUSG00000107622,3,0,0,Not significant
ENSMUSG00000107624,7,0,0,Not significant
ENSMUSG00000107629,2,0,0,Not significant
ENSMUSG00000107630,2,0,0,Not significant
ENSMUSG00000107634,6,0,0,Not significant
ENSMUSG00000107638,1,0,0,Not significant
ENSMUSG00000107639,2,0,0,Not significant
ENSMUSG00000107640,3,0,0,Not significant
ENSMUSG00000107643,7,0,0,Not significant
ENSMUSG00000107651,2,0,0,Not significant
ENSMUSG00000107653,3,0,0,Not significant
ENSMUSG00000107655,5,0,0,Not significant
ENSMUSG00000107659,2,1,0,Not significant
ENSMUSG00000107660,5,0,0,Not significant
ENSMUSG00000107666,1,0,0,Not significant
ENSMUSG00000107667,7,0,0,Not significant
ENSMUSG00000107676,3,0,0,Not significant
ENSMUSG00000107677,1,0,0,Not significant
ENSMUSG00000107680,1,0,0,Not significant
ENSMUSG00000107682,2,0,0,Not significant
ENSMUSG00000107688,7,0,0,Not significant
ENSMUSG00000107689,3,0,0,Not significant
ENSMUSG00000107690,5,0,0,Not significant
ENSMUSG00000107696,3,0,0,Not significant
ENSMUSG00000107698,7,0,0,Not significant
ENSMUSG00000107702,2,0,0,Not significant
ENSMUSG00000107704,1,0,0,Not significant
ENSMUSG00000107706,7,0,0,Not significant
ENSMUSG00000107707,7,0,0,Not significant
ENSMUSG00000107709,4,0,0,Not significant
ENSMUSG00000107712,5,0,0,Not significant
ENSMUSG00000107714,1,0,0,Not significant
ENSMUSG00000107715,2,0,0,Not significant
ENSMUSG00000107719,2,0,0,Not significant
ENSMUSG00000107720,5,0,0,Not significant
ENSMUSG00000107722,2,0,0,Not significant
ENSMUSG00000107724,2,0,0,Not significant
ENSMUSG00000107726,7,0,0,Not significant
ENSMUSG00000107728,7,0,0,Not significant
ENSMUSG00000107729,7,0,0,Not significant
ENSMUSG00000107734,1,0,0,Not significant
ENSMUSG00000107736,7,0,0,Not significant
ENSMUSG00000107741,6,0,1,Not significant
ENSMUSG00000107742,3,0,4,m6A enriched
ENSMUSG00000107745,2,0,0,Not significant
ENSMUSG00000107747,7,0,0,Not significant
ENSMUSG00000107749,7,0,0,Not significant
ENSMUSG00000107750,3,0,0,Not significant
ENSMUSG00000107756,7,0,0,Not significant
ENSMUSG00000107759,1,0,0,Not significant
ENSMUSG00000107760,3,0,0,Not significant
ENSMUSG00000107761,1,0,0,Not significant
ENSMUSG00000107768,1,0,0,Not significant
ENSMUSG00000107770,5,0,0,Not significant
ENSMUSG00000107779,7,0,0,Not significant
ENSMUSG00000107780,1,0,0,Not significant
ENSMUSG00000107782,5,0,0,Not significant
ENSMUSG00000107785,3,0,0,Not significant
ENSMUSG00000107788,5,0,0,Not significant
ENSMUSG00000107794,5,0,0,Not significant
ENSMUSG00000107795,1,0,0,Not significant
ENSMUSG00000107796,5,0,0,Not significant
ENSMUSG00000107798,5,0,0,Not significant
ENSMUSG00000107801,1,0,0,Not significant
ENSMUSG00000107802,1,1,0,Not significant
ENSMUSG00000107804,7,0,0,Not significant
ENSMUSG00000107806,3,0,0,Not significant
ENSMUSG00000107810,0,2,0,Not significant
ENSMUSG00000107812,7,0,0,Not significant
ENSMUSG00000107813,7,0,0,Not significant
ENSMUSG00000107814,3,0,0,Not significant
ENSMUSG00000107815,3,0,0,Not significant
ENSMUSG00000107823,3,0,0,Not significant
ENSMUSG00000107825,4,0,0,Not significant
ENSMUSG00000107826,3,0,0,Not significant
ENSMUSG00000107835,7,0,0,Not significant
ENSMUSG00000107836,2,0,0,Not significant
ENSMUSG00000107838,7,0,0,Not significant
ENSMUSG00000107840,3,0,0,Not significant
ENSMUSG00000107841,5,0,0,Not significant
ENSMUSG00000107842,1,1,0,Not significant
ENSMUSG00000107846,2,0,0,Not significant
ENSMUSG00000107847,2,0,0,Not significant
ENSMUSG00000107851,1,0,0,Not significant
ENSMUSG00000107853,5,0,0,Not significant
ENSMUSG00000107856,3,0,0,Not significant
ENSMUSG00000107858,7,0,0,Not significant
ENSMUSG00000107859,7,0,0,Not significant
ENSMUSG00000107861,2,0,0,Not significant
ENSMUSG00000107862,2,0,0,Not significant
ENSMUSG00000107863,2,0,0,Not significant
ENSMUSG00000107865,7,0,0,Not significant
ENSMUSG00000107866,2,0,0,Not significant
ENSMUSG00000107868,7,0,0,Not significant
ENSMUSG00000107869,1,0,0,Not significant
ENSMUSG00000107875,5,0,0,Not significant
ENSMUSG00000107876,1,0,0,Not significant
ENSMUSG00000107877,6,1,0,Not significant
ENSMUSG00000107879,3,0,4,m6A enriched
ENSMUSG00000107881,6,1,0,Not significant
ENSMUSG00000107883,1,0,0,Not significant
ENSMUSG00000107884,7,0,0,Not significant
ENSMUSG00000107886,5,0,0,Not significant
ENSMUSG00000107892,7,0,0,Not significant
ENSMUSG00000107893,2,0,0,Not significant
ENSMUSG00000107896,2,0,0,Not significant
ENSMUSG00000107902,5,0,0,Not significant
ENSMUSG00000107905,3,0,0,Not significant
ENSMUSG00000107906,2,2,0,Not significant
ENSMUSG00000107909,7,0,0,Not significant
ENSMUSG00000107913,5,0,0,Not significant
ENSMUSG00000107917,7,0,0,Not significant
ENSMUSG00000107919,2,0,0,Not significant
ENSMUSG00000107927,7,0,0,Not significant
ENSMUSG00000107928,1,0,0,Not significant
ENSMUSG00000107932,3,0,0,Not significant
ENSMUSG00000107937,7,0,0,Not significant
ENSMUSG00000107944,7,0,0,Not significant
ENSMUSG00000107946,5,0,0,Not significant
ENSMUSG00000107947,7,0,0,Not significant
ENSMUSG00000107949,3,0,0,Not significant
ENSMUSG00000107950,3,0,0,Not significant
ENSMUSG00000107951,7,0,0,Not significant
ENSMUSG00000107952,3,0,0,Not significant
ENSMUSG00000107954,4,0,0,Not significant
ENSMUSG00000107955,7,0,0,Not significant
ENSMUSG00000107961,7,0,0,Not significant
ENSMUSG00000107962,2,0,0,Not significant
ENSMUSG00000107966,5,0,0,Not significant
ENSMUSG00000107967,3,0,0,Not significant
ENSMUSG00000107968,1,0,0,Not significant
ENSMUSG00000107969,2,0,0,Not significant
ENSMUSG00000107970,5,0,0,Not significant
ENSMUSG00000107971,5,0,0,Not significant
ENSMUSG00000107976,7,0,0,Not significant
ENSMUSG00000107977,2,0,0,Not significant
ENSMUSG00000107978,5,0,0,Not significant
ENSMUSG00000107985,5,0,0,Not significant
ENSMUSG00000107989,1,0,0,Not significant
ENSMUSG00000107990,4,0,0,Not significant
ENSMUSG00000107991,1,0,0,Not significant
ENSMUSG00000107994,7,0,0,Not significant
ENSMUSG00000107996,3,0,0,Not significant
ENSMUSG00000107997,7,0,0,Not significant
ENSMUSG00000107999,1,0,2,Not significant
ENSMUSG00000108004,1,0,0,Not significant
ENSMUSG00000108005,7,0,0,Not significant
ENSMUSG00000108006,2,0,0,Not significant
ENSMUSG00000108008,5,0,0,Not significant
ENSMUSG00000108010,5,0,0,Not significant
ENSMUSG00000108015,3,0,0,Not significant
ENSMUSG00000108024,3,0,0,Not significant
ENSMUSG00000108025,1,0,0,Not significant
ENSMUSG00000108026,2,0,0,Not significant
ENSMUSG00000108029,3,0,0,Not significant
ENSMUSG00000108030,7,0,0,Not significant
ENSMUSG00000108033,3,0,0,Not significant
ENSMUSG00000108034,2,0,0,Not significant
ENSMUSG00000108035,7,0,0,Not significant
ENSMUSG00000108036,2,0,0,Not significant
ENSMUSG00000108037,5,0,0,Not significant
ENSMUSG00000108040,3,0,0,Not significant
ENSMUSG00000108042,7,0,0,Not significant
ENSMUSG00000108043,5,0,2,Not significant
ENSMUSG00000108045,5,0,0,Not significant
ENSMUSG00000108049,7,0,0,Not significant
ENSMUSG00000108053,5,0,0,Not significant
ENSMUSG00000108055,7,0,0,Not significant
ENSMUSG00000108056,1,0,0,Not significant
ENSMUSG00000108057,3,0,0,Not significant
ENSMUSG00000108063,3,0,0,Not significant
ENSMUSG00000108064,7,0,0,Not significant
ENSMUSG00000108067,7,0,0,Not significant
ENSMUSG00000108068,4,0,0,Not significant
ENSMUSG00000108070,7,0,0,Not significant
ENSMUSG00000108075,2,0,0,Not significant
ENSMUSG00000108076,7,0,0,Not significant
ENSMUSG00000108077,7,0,0,Not significant
ENSMUSG00000108079,7,0,0,Not significant
ENSMUSG00000108080,7,0,0,Not significant
ENSMUSG00000108081,7,0,0,Not significant
ENSMUSG00000108082,1,0,0,Not significant
ENSMUSG00000108084,3,0,0,Not significant
ENSMUSG00000108088,3,0,0,Not significant
ENSMUSG00000108089,2,0,0,Not significant
ENSMUSG00000108092,1,0,0,Not significant
ENSMUSG00000108093,5,0,0,Not significant
ENSMUSG00000108095,3,0,0,Not significant
ENSMUSG00000108101,3,0,0,Not significant
ENSMUSG00000108102,7,0,0,Not significant
ENSMUSG00000108103,5,0,2,Not significant
ENSMUSG00000108105,1,0,0,Not significant
ENSMUSG00000108108,7,0,0,Not significant
ENSMUSG00000108109,7,0,0,Not significant
ENSMUSG00000108111,3,0,0,Not significant
ENSMUSG00000108113,4,0,0,Not significant
ENSMUSG00000108118,2,0,0,Not significant
ENSMUSG00000108120,5,0,0,Not significant
ENSMUSG00000108122,7,0,0,Not significant
ENSMUSG00000108123,5,0,0,Not significant
ENSMUSG00000108124,5,0,0,Not significant
ENSMUSG00000108126,7,0,0,Not significant
ENSMUSG00000108129,3,0,0,Not significant
ENSMUSG00000108132,7,0,0,Not significant
ENSMUSG00000108137,7,0,0,Not significant
ENSMUSG00000108143,7,0,0,Not significant
ENSMUSG00000108146,7,0,0,Not significant
ENSMUSG00000108148,1,0,0,Not significant
ENSMUSG00000108152,7,0,0,Not significant
ENSMUSG00000108154,7,0,0,Not significant
ENSMUSG00000108155,2,0,0,Not significant
ENSMUSG00000108158,1,2,0,Not significant
ENSMUSG00000108161,4,0,0,Not significant
ENSMUSG00000108166,1,0,0,Not significant
ENSMUSG00000108168,7,0,0,Not significant
ENSMUSG00000108169,4,0,0,Not significant
ENSMUSG00000108170,5,0,0,Not significant
ENSMUSG00000108171,2,0,0,Not significant
ENSMUSG00000108173,3,0,0,Not significant
ENSMUSG00000108175,1,0,2,Not significant
ENSMUSG00000108176,5,0,0,Not significant
ENSMUSG00000108181,7,0,0,Not significant
ENSMUSG00000108184,3,0,0,Not significant
ENSMUSG00000108189,7,0,0,Not significant
ENSMUSG00000108190,3,0,0,Not significant
ENSMUSG00000108191,3,0,0,Not significant
ENSMUSG00000108194,5,0,0,Not significant
ENSMUSG00000108195,3,0,0,Not significant
ENSMUSG00000108197,7,0,0,Not significant
ENSMUSG00000108199,5,0,0,Not significant
ENSMUSG00000108200,1,0,0,Not significant
ENSMUSG00000108207,7,0,0,Not significant
ENSMUSG00000108210,2,0,0,Not significant
ENSMUSG00000108211,7,0,0,Not significant
ENSMUSG00000108214,7,0,0,Not significant
ENSMUSG00000108216,7,0,0,Not significant
ENSMUSG00000108217,7,0,0,Not significant
ENSMUSG00000108218,7,0,0,Not significant
ENSMUSG00000108219,5,2,0,Not significant
ENSMUSG00000108220,1,0,0,Not significant
ENSMUSG00000108227,5,0,0,Not significant
ENSMUSG00000108228,1,0,2,Not significant
ENSMUSG00000108231,5,0,0,Not significant
ENSMUSG00000108232,2,0,0,Not significant
ENSMUSG00000108233,3,0,0,Not significant
ENSMUSG00000108234,1,0,0,Not significant
ENSMUSG00000108237,1,0,0,Not significant
ENSMUSG00000108238,7,0,0,Not significant
ENSMUSG00000108242,7,0,0,Not significant
ENSMUSG00000108244,2,0,0,Not significant
ENSMUSG00000108246,5,0,0,Not significant
ENSMUSG00000108249,2,0,0,Not significant
ENSMUSG00000108255,5,0,2,Not significant
ENSMUSG00000108256,5,0,0,Not significant
ENSMUSG00000108258,4,0,0,Not significant
ENSMUSG00000108260,5,0,0,Not significant
ENSMUSG00000108264,3,0,0,Not significant
ENSMUSG00000108265,2,0,0,Not significant
ENSMUSG00000108267,7,0,0,Not significant
ENSMUSG00000108268,7,0,0,Not significant
ENSMUSG00000108269,2,0,0,Not significant
ENSMUSG00000108271,1,0,0,Not significant
ENSMUSG00000108274,1,0,0,Not significant
ENSMUSG00000108276,3,0,0,Not significant
ENSMUSG00000108278,2,0,0,Not significant
ENSMUSG00000108282,0,0,2,Not significant
ENSMUSG00000108283,5,0,0,Not significant
ENSMUSG00000108286,1,0,0,Not significant
ENSMUSG00000108291,7,0,0,Not significant
ENSMUSG00000108297,7,0,0,Not significant
ENSMUSG00000108307,2,0,0,Not significant
ENSMUSG00000108308,1,0,0,Not significant
ENSMUSG00000108310,7,0,0,Not significant
ENSMUSG00000108311,1,0,0,Not significant
ENSMUSG00000108314,7,0,0,Not significant
ENSMUSG00000108316,1,0,0,Not significant
ENSMUSG00000108317,5,0,0,Not significant
ENSMUSG00000108319,7,0,0,Not significant
ENSMUSG00000108320,2,0,0,Not significant
ENSMUSG00000108321,2,0,0,Not significant
ENSMUSG00000108322,5,0,0,Not significant
ENSMUSG00000108325,3,0,0,Not significant
ENSMUSG00000108330,1,0,0,Not significant
ENSMUSG00000108331,2,0,0,Not significant
ENSMUSG00000108332,7,0,0,Not significant
ENSMUSG00000108333,1,0,0,Not significant
ENSMUSG00000108338,5,0,0,Not significant
ENSMUSG00000108341,7,0,0,Not significant
ENSMUSG00000108347,2,0,0,Not significant
ENSMUSG00000108348,1,0,6,m6A enriched
ENSMUSG00000108350,6,1,0,Not significant
ENSMUSG00000108351,3,0,2,Not significant
ENSMUSG00000108352,2,0,0,Not significant
ENSMUSG00000108353,7,0,0,Not significant
ENSMUSG00000108358,4,3,0,m6A depleted
ENSMUSG00000108359,5,0,0,Not significant
ENSMUSG00000108365,7,0,0,Not significant
ENSMUSG00000108366,5,0,0,Not significant
ENSMUSG00000108367,5,0,0,Not significant
ENSMUSG00000108368,5,2,0,Not significant
ENSMUSG00000108370,2,0,0,Not significant
ENSMUSG00000108371,2,0,0,Not significant
ENSMUSG00000108372,7,0,0,Not significant
ENSMUSG00000108373,3,0,0,Not significant
ENSMUSG00000108375,5,0,0,Not significant
ENSMUSG00000108376,5,0,0,Not significant
ENSMUSG00000108378,1,0,0,Not significant
ENSMUSG00000108381,3,0,0,Not significant
ENSMUSG00000108382,2,0,0,Not significant
ENSMUSG00000108384,5,0,0,Not significant
ENSMUSG00000108387,4,0,0,Not significant
ENSMUSG00000108388,7,0,0,Not significant
ENSMUSG00000108389,7,0,0,Not significant
ENSMUSG00000108390,7,0,0,Not significant
ENSMUSG00000108391,6,0,1,Not significant
ENSMUSG00000108393,3,0,0,Not significant
ENSMUSG00000108394,5,2,0,Not significant
ENSMUSG00000108396,2,0,0,Not significant
ENSMUSG00000108401,2,0,0,Not significant
ENSMUSG00000108402,7,0,0,Not significant
ENSMUSG00000108409,1,0,0,Not significant
ENSMUSG00000108414,3,4,0,m6A depleted
ENSMUSG00000108415,2,0,0,Not significant
ENSMUSG00000108416,2,0,0,Not significant
ENSMUSG00000108417,1,0,0,Not significant
ENSMUSG00000108420,2,0,0,Not significant
ENSMUSG00000108421,1,0,0,Not significant
ENSMUSG00000108428,2,0,0,Not significant
ENSMUSG00000108434,7,0,0,Not significant
ENSMUSG00000108435,7,0,0,Not significant
ENSMUSG00000108436,1,0,0,Not significant
ENSMUSG00000108437,2,0,0,Not significant
ENSMUSG00000108442,2,0,0,Not significant
ENSMUSG00000108443,7,0,0,Not significant
ENSMUSG00000108444,3,0,0,Not significant
ENSMUSG00000108445,2,0,0,Not significant
ENSMUSG00000108446,7,0,0,Not significant
ENSMUSG00000108447,7,0,0,Not significant
ENSMUSG00000108450,1,0,0,Not significant
ENSMUSG00000108452,7,0,0,Not significant
ENSMUSG00000108455,7,0,0,Not significant
ENSMUSG00000108456,7,0,0,Not significant
ENSMUSG00000108460,7,0,0,Not significant
ENSMUSG00000108461,7,0,0,Not significant
ENSMUSG00000108465,7,0,0,Not significant
ENSMUSG00000108466,7,0,0,Not significant
ENSMUSG00000108470,3,0,0,Not significant
ENSMUSG00000108472,5,0,0,Not significant
ENSMUSG00000108474,3,0,0,Not significant
ENSMUSG00000108477,6,0,1,Not significant
ENSMUSG00000108478,3,0,0,Not significant
ENSMUSG00000108479,2,0,0,Not significant
ENSMUSG00000108483,3,0,0,Not significant
ENSMUSG00000108484,5,0,0,Not significant
ENSMUSG00000108486,7,0,0,Not significant
ENSMUSG00000108489,2,0,0,Not significant
ENSMUSG00000108493,2,0,0,Not significant
ENSMUSG00000108494,7,0,0,Not significant
ENSMUSG00000108496,2,0,0,Not significant
ENSMUSG00000108500,7,0,0,Not significant
ENSMUSG00000108503,2,0,0,Not significant
ENSMUSG00000108507,3,0,0,Not significant
ENSMUSG00000108509,3,0,0,Not significant
ENSMUSG00000108511,5,0,0,Not significant
ENSMUSG00000108512,3,0,0,Not significant
ENSMUSG00000108513,5,0,0,Not significant
ENSMUSG00000108518,4,0,0,Not significant
ENSMUSG00000108519,3,0,0,Not significant
ENSMUSG00000108520,3,0,0,Not significant
ENSMUSG00000108521,7,0,0,Not significant
ENSMUSG00000108522,7,0,0,Not significant
ENSMUSG00000108523,2,0,0,Not significant
ENSMUSG00000108525,3,0,0,Not significant
ENSMUSG00000108526,7,0,0,Not significant
ENSMUSG00000108528,3,0,0,Not significant
ENSMUSG00000108530,4,0,0,Not significant
ENSMUSG00000108532,7,0,0,Not significant
ENSMUSG00000108533,2,0,0,Not significant
ENSMUSG00000108536,5,0,0,Not significant
ENSMUSG00000108540,2,0,0,Not significant
ENSMUSG00000108542,7,0,0,Not significant
ENSMUSG00000108543,7,0,0,Not significant
ENSMUSG00000108546,3,0,0,Not significant
ENSMUSG00000108547,2,0,0,Not significant
ENSMUSG00000108551,7,0,0,Not significant
ENSMUSG00000108553,1,0,0,Not significant
ENSMUSG00000108555,7,0,0,Not significant
ENSMUSG00000108557,5,0,0,Not significant
ENSMUSG00000108560,5,0,0,Not significant
ENSMUSG00000108563,5,0,0,Not significant
ENSMUSG00000108568,2,0,0,Not significant
ENSMUSG00000108569,3,0,0,Not significant
ENSMUSG00000108572,7,0,0,Not significant
ENSMUSG00000108573,5,0,0,Not significant
ENSMUSG00000108574,6,0,0,Not significant
ENSMUSG00000108583,1,0,0,Not significant
ENSMUSG00000108584,3,0,0,Not significant
ENSMUSG00000108586,1,0,0,Not significant
ENSMUSG00000108589,2,0,0,Not significant
ENSMUSG00000108591,4,0,3,m6A enriched
ENSMUSG00000108592,3,0,0,Not significant
ENSMUSG00000108594,7,0,0,Not significant
ENSMUSG00000108597,7,0,0,Not significant
ENSMUSG00000108599,7,0,0,Not significant
ENSMUSG00000108600,2,0,0,Not significant
ENSMUSG00000108601,3,0,4,m6A enriched
